state,startdate,enddate,grade,samplesize,population,rawpoll_clinton,rawpoll_trump
KY,10/4/2016,11/6/2016,B,1229,lv,32.2,52.2
SC,10/4/2016,11/6/2016,B,1298,lv,35.6,46.6
ME,10/23/2016,11/6/2016,A-,245,lv,42.33,35.08
FL,10/3/2016,10/5/2016,A,700,lv,45,42
RI,10/2/2016,10/4/2016,B,600,lv,52,32
ID,11/1/2016,11/7/2016,B,196,lv,30.38,34.5
MT,11/1/2016,11/7/2016,B,193,lv,34.62,34.96
OR,10/4/2016,11/6/2016,B,1112,lv,43.8,36
IA,10/4/2016,11/6/2016,B,972,lv,40.4,37.3
CT,10/4/2016,11/6/2016,B,955,lv,46.6,35.8
MI,10/29/2016,10/30/2016,,500,lv,45,44
OK,10/4/2016,11/6/2016,B,949,lv,26.8,53.4
AK,10/5/2016,10/6/2016,B,500,lv,34,37
IA,10/3/2016,10/6/2016,A+,642,lv,39,43
NC,10/1/2016,10/6/2016,B+,479,lv,43,42
MS,10/4/2016,11/6/2016,B,861,lv,39.5,45.5
LA,9/27/2016,9/30/2016,B+,600,lv,35,52
NH,10/10/2016,10/12/2016,A-,501,lv,41,38
KS,10/4/2016,11/6/2016,B,776,lv,31.6,47.5
NE,10/23/2016,11/6/2016,A-,216,lv,31.62,53.27
IL,10/4/2016,10/5/2016,C+,600,lv,50,33
AR,10/4/2016,11/6/2016,B,736,lv,30.5,48
OH,10/1/2016,10/4/2016,A+,405,lv,44,42
DE,10/30/2016,11/6/2016,C-,383,lv,49,39
NC,10/20/2016,10/26/2016,A-,702,lv,47,43
CO,9/20/2016,9/25/2016,A-,784,lv,41,42
MO,9/21/2016,9/23/2016,B,1087,lv,37,46
ID,10/23/2016,11/6/2016,A-,205,lv,30.06,53.26
ID,9/28/2016,10/9/2016,C+,608,lv,30,40
VA,10/23/2016,10/26/2016,B-,814,lv,46,39
HI,10/30/2016,11/6/2016,C-,426,lv,52,29
DC,10/30/2016,11/6/2016,C-,315,lv,88,7
VT,10/30/2016,11/6/2016,C-,447,lv,60,27
NV,10/4/2016,11/6/2016,B,656,lv,42.5,40.9
NH,10/23/2016,11/6/2016,A-,196,lv,44.42,41.81
NY,9/21/2016,9/23/2016,A,676,lv,52,31
RI,10/30/2016,11/6/2016,C-,396,lv,49,36
SD,10/30/2016,11/6/2016,C-,435,lv,31,53
MS,10/23/2016,11/6/2016,A-,184,lv,35.93,53.09
DE,11/1/2016,11/7/2016,B,149,lv,41.91,30.38
WV,10/30/2016,11/6/2016,C-,443,lv,27,57
NH,10/23/2016,10/25/2016,B,600,lv,46,43
UT,10/23/2016,10/24/2016,C+,750,lv,28,32
AK,10/30/2016,11/6/2016,C-,382,lv,31,47
WV,10/23/2016,11/6/2016,A-,180,lv,34.22,58.04
MT,10/30/2016,11/6/2016,C-,410,lv,31,53
OR,10/6/2016,10/13/2016,B,600,lv,43,36
CO,9/29/2016,10/2/2016,A+,400,lv,49,38
NE,10/4/2016,11/6/2016,B,506,lv,32.3,44.9
NE,9/25/2016,9/26/2016,B,700,lv,29.3,55.7
NM,10/30/2016,11/6/2016,C-,768,lv,40,36
ND,10/30/2016,11/6/2016,C-,288,lv,29,57
OR,9/29/2016,10/1/2016,B-,605,lv,45,33
WA,9/29/2016,10/3/2016,B,500,lv,47,31
WV,10/4/2016,11/6/2016,B,472,lv,25.7,54
MO,10/23/2016,10/25/2016,,2559,lv,39,50
NH,10/30/2016,11/6/2016,C-,672,lv,49,38
PA,9/30/2016,10/3/2016,A+,402,lv,50,40
WV,11/1/2016,11/7/2016,B,137,lv,25.29,51.55
ID,10/30/2016,11/6/2016,C-,557,lv,29,47
NH,11/2/2016,11/5/2016,B+,645,lv,47,41
NM,10/4/2016,11/6/2016,B,508,lv,41.7,34.6
AZ,9/28/2016,9/30/2016,C+,718,lv,42,42
MS,10/30/2016,11/6/2016,C-,676,lv,41,50
ME,10/4/2016,11/6/2016,B,437,lv,38.7,34
MT,10/3/2016,10/10/2016,B+,590,a,27,43
ND,10/28/2016,11/2/2016,A-,153,lv,26.18,49.74
OH,9/27/2016,10/2/2016,C,800,lv,44,42
WA,9/25/2016,9/27/2016,B,700,lv,44.2,38.4
ID,10/4/2016,11/6/2016,B,416,lv,25.3,44.8
MN,9/23/2016,9/23/2016,B-,906,lv,43,43
SD,11/1/2016,11/7/2016,B,129,lv,35.48,36.34
OH,9/18/2016,9/20/2016,A,737,lv,37,42
NC,9/18/2016,9/20/2016,A,734,lv,40,45
NH,10/4/2016,11/6/2016,B,430,lv,43,34.4
WY,10/30/2016,11/6/2016,C-,202,lv,22,58
NH,9/29/2016,10/2/2016,B-,500,lv,46,38
UT,10/17/2016,10/19/2016,B,700,lv,24,27
NM,10/23/2016,11/6/2016,A-,158,lv,40.94,38.34
ND,11/1/2016,11/7/2016,B,122,lv,22.36,47.26
NV,9/18/2016,9/20/2016,A,704,lv,40,43
ME,10/30/2016,11/6/2016,C-,674,lv,47,39
NH,9/25/2016,9/27/2016,B,600,lv,43,37
TN,9/28/2016,10/2/2016,B-,472,lv,38,50
DE,9/16/2016,9/28/2016,,762,lv,51,30
NV,9/27/2016,9/29/2016,B+,500,lv,44.2,38.2
KY,10/12/2016,10/14/2016,B,816,a,28.4,31.8
UT,10/9/2016,10/9/2016,B,500,a,22.8,22.6
WY,11/1/2016,11/7/2016,B,113,lv,25.04,47.09
NV,10/25/2016,10/25/2016,B-,875,rv,46,46
DE,10/23/2016,11/6/2016,A-,138,lv,52.03,36.42
FL,10/27/2016,10/31/2016,C,1150,lv,44.82,48.68
FL,11/1/2016,11/2/2016,C-,603,lv,49.3,45
AR,10/30/2016,11/6/2016,C-,798,lv,34,55
MT,10/4/2016,11/6/2016,B,307,lv,31.7,44.1
NH,11/1/2016,11/7/2016,B,109,lv,45.98,31.22
ME,11/1/2016,11/7/2016,B,108,lv,52.03,21.28
NE,10/30/2016,11/6/2016,C-,873,lv,34,52
LA,10/30/2016,11/6/2016,C-,840,lv,38,52
OH,9/9/2016,9/12/2016,A+,802,lv,39,44
HI,10/4/2016,11/6/2016,B,289,lv,50.3,27.9
RI,10/4/2016,11/6/2016,B,287,lv,47,29.2
AK,9/28/2016,10/2/2016,C,660,rv,30.6,36.1
NH,10/7/2016,10/9/2016,B+,600,lv,48,37
NC,10/10/2016,10/12/2016,B,600,lv,46,42
NV,10/30/2016,11/6/2016,C-,1124,lv,44,43
DE,10/4/2016,11/6/2016,B,260,lv,50.7,31.6
AL,10/30/2016,11/6/2016,C-,971,lv,36,54
MN,10/30/2016,11/6/2016,C-,1218,lv,46,37
AK,11/1/2016,11/7/2016,B,97,lv,23.23,47.41
VT,11/1/2016,11/7/2016,B,95,lv,52.12,18.86
CA,10/4/2016,10/14/2016,B,1250,lv,54,30
NH,11/1/2016,11/4/2016,B+,588,lv,47,40
SD,10/4/2016,11/6/2016,B,246,lv,31.3,49.6
MD,10/30/2016,11/6/2016,C-,1056,lv,60,29
MA,9/15/2016,9/20/2016,B,700,lv,47,34
MT,10/23/2016,11/6/2016,A-,115,lv,34.75,53.66
OK,10/30/2016,11/6/2016,C-,1116,lv,32,56
PA,10/4/2016,10/9/2016,B-,764,lv,44,40
VT,10/28/2016,11/2/2016,A-,106,lv,48.27,23.4
AZ,10/29/2016,10/30/2016,,550,lv,41,45
KY,10/30/2016,11/6/2016,C-,1155,lv,35,53
NM,9/27/2016,9/29/2016,A,501,lv,35,31
FL,9/27/2016,10/4/2016,B+,686,lv,41,38
UT,10/30/2016,11/6/2016,C-,1428,lv,31,34
KS,10/30/2016,11/6/2016,C-,1139,lv,36,48
VA,10/10/2016,10/12/2016,B,600,lv,46,43
MA,10/30/2016,11/6/2016,C-,1211,lv,56,29
NJ,10/30/2016,11/6/2016,C-,1206,lv,53,37
NH,10/17/2016,10/19/2016,B,900,lv,44,36
DC,11/1/2016,11/7/2016,B,86,lv,53.62,10.62
TN,10/30/2016,11/6/2016,C-,1281,lv,40,49
NH,10/3/2016,10/5/2016,B+,500,lv,44,42
IN,10/3/2016,10/5/2016,B,600,lv,38,43
WA,10/30/2016,11/6/2016,C-,1292,lv,51,34
CT,10/30/2016,11/6/2016,C-,1173,lv,51,37
OH,10/5/2016,10/7/2016,B,997,lv,46,42
NH,10/7/2016,10/11/2016,B,517,lv,45,39
WI,10/6/2016,10/9/2016,A,878,lv,44,37
HI,10/23/2016,11/6/2016,A-,102,lv,47.31,28.75
AZ,10/22/2016,10/24/2016,,2385,lv,48,46
UT,10/12/2016,10/18/2016,C+,818,lv,25,30
MO,10/30/2016,11/6/2016,C-,1119,lv,40,48
ND,10/4/2016,11/6/2016,B,201,lv,32.3,44.8
RI,11/1/2016,11/7/2016,B,81,lv,40.69,23.1
OR,10/30/2016,11/6/2016,C-,1483,lv,51,35
GA,10/20/2016,10/20/2016,C-,570,lv,46.1,50.1
SC,9/18/2016,9/26/2016,,475,lv,38,42
SC,10/30/2016,11/6/2016,C-,1642,lv,44,46
ME,9/4/2016,9/10/2016,A,779,lv,42,39
MD,9/17/2016,9/20/2016,,514,lv,58,25
AK,10/4/2016,11/6/2016,B,201,lv,37.4,37.7
MN,9/16/2016,9/20/2016,A,625,lv,46,39
VT,10/4/2016,11/6/2016,B,191,lv,40.5,24.5
DC,10/4/2016,11/6/2016,B,190,lv,79.8,6.8
FL,10/25/2016,10/26/2016,B-,1301,rv,48,47
PA,9/20/2016,9/25/2016,A-,771,lv,45,44
FL,10/10/2016,10/16/2016,A-,660,lv,48,44
NC,9/27/2016,9/30/2016,B+,660,lv,44.5,39
HI,11/1/2016,11/7/2016,B,73,lv,43.62,28.72
CO,10/30/2016,10/30/2016,,952,lv,45,44
IA,10/30/2016,11/6/2016,C-,1598,lv,37,47
NH,10/11/2016,10/17/2016,B+,755,lv,49,34
MA,9/24/2016,10/3/2016,A-,403,lv,58,26
FL,10/2/2016,10/4/2016,B,600,lv,44,45
CO,9/27/2016,9/28/2016,B+,694,lv,46,40
UT,10/10/2016,10/11/2016,C+,500,lv,26,26
NV,11/1/2016,11/3/2016,C+,525,lv,43,43
PA,11/1/2016,11/3/2016,C+,525,lv,48,42
NH,11/1/2016,11/3/2016,C+,525,lv,43,42
NC,11/1/2016,11/3/2016,C+,525,lv,48,45
OH,11/1/2016,11/3/2016,C+,525,lv,44,43
IN,10/30/2016,11/6/2016,C-,1383,lv,35,52
FL,11/1/2016,11/3/2016,C+,525,lv,45,46
PA,9/28/2016,10/2/2016,B+,496,lv,47,38
MO,10/17/2016,10/19/2016,B,600,lv,39,47
ME,10/14/2016,10/15/2016,C,890,lv,42,36
PA,9/27/2016,9/28/2016,B+,886,lv,45,39
IL,10/30/2016,11/6/2016,C-,1505,lv,52,35
CO,10/12/2016,10/13/2016,C,500,lv,40,35
NH,10/31/2016,11/3/2016,B+,515,lv,47,39
FL,9/19/2016,9/21/2016,B+,500,lv,44,45
WY,10/4/2016,11/6/2016,B,151,lv,26.2,59
FL,10/2/2016,10/5/2016,,1000,lv,44,41
MI,11/3/2016,11/3/2016,D,1007,lv,46,41
VA,10/30/2016,11/6/2016,C-,2109,lv,49,39
NV,10/10/2016,10/13/2016,C,600,lv,43,41
PA,10/25/2016,10/30/2016,B-,3217,rv,47,44
NV,10/30/2016,10/30/2016,,787,lv,44,48
WV,9/13/2016,9/17/2016,B+,500,lv,28,60
NY,10/30/2016,11/6/2016,C-,2132,lv,58,31
NH,9/17/2016,9/20/2016,A+,400,lv,47,38
MI,10/1/2016,10/3/2016,A-,600,lv,43,32
GA,9/20/2016,9/22/2016,C,600,lv,38,44
FL,9/16/2016,9/19/2016,A+,400,lv,46,41
PA,9/19/2016,9/23/2016,A,486,lv,40,38
AZ,10/2/2016,10/4/2016,B,600,lv,44,42
CO,9/27/2016,9/29/2016,B,602,lv,44,33
WI,10/4/2016,10/5/2016,B-,500,lv,43.2,34.6
GA,10/30/2016,11/6/2016,C-,2348,lv,45,45
WI,10/30/2016,11/6/2016,C-,1943,lv,44,43
GA,9/15/2016,9/18/2016,A+,401,lv,42,45
PA,9/27/2016,10/2/2016,A-,535,lv,45,41
VA,9/27/2016,9/28/2016,B+,811,lv,46,40
IA,9/12/2016,9/14/2016,A+,404,lv,37,45
CT,9/2/2016,9/5/2016,B,1000,lv,50,35
VA,9/13/2016,9/21/2016,A-,659,lv,45,39
NC,9/18/2016,9/22/2016,,487,rv,38,35
OH,9/27/2016,10/2/2016,A-,497,lv,42,47
OH,10/30/2016,10/30/2016,,1187,lv,43,48
VA,10/16/2016,10/19/2016,B-,834,lv,45,33
CA,10/30/2016,11/6/2016,C-,2655,lv,56,30
MI,9/18/2016,9/24/2016,C,600,rv,46,41
AR,9/9/2016,9/13/2016,B,600,lv,29,57
NH,9/27/2016,9/29/2016,A-,502,lv,42,35
PA,10/30/2016,10/30/2016,,1249,lv,45,43
NC,10/30/2016,10/30/2016,,1176,lv,45,47
NJ,9/22/2016,9/29/2016,B,638,lv,46.2,39.8
VA,9/6/2016,9/12/2016,,685,lv,40,37
AZ,10/30/2016,11/6/2016,C-,2322,lv,45,43
FL,10/30/2016,10/30/2016,,989,lv,44,48
CO,9/13/2016,9/21/2016,A-,644,lv,44,42
MI,9/27/2016,9/28/2016,B,600,lv,42,35
WI,10/4/2016,10/4/2016,B-,1102,rv,48,40
NV,9/27/2016,9/29/2016,,800,lv,45,44
NH,10/30/2016,11/2/2016,B+,466,lv,47,40
PA,9/12/2016,9/23/2016,,420,lv,42,41
PA,10/30/2016,11/6/2016,C-,2685,lv,47,42
NV,10/27/2016,10/31/2016,C+,525,lv,44,40
NH,10/27/2016,10/31/2016,C+,525,lv,44,40
NC,10/27/2016,10/31/2016,C+,525,lv,46,46
PA,10/27/2016,10/31/2016,C+,525,lv,43,44
OH,10/27/2016,10/31/2016,C+,525,lv,47,41
WI,9/19/2016,9/20/2016,B,700,lv,44.5,38.4
PA,10/31/2016,11/2/2016,C+,525,lv,46,43
NC,10/31/2016,11/2/2016,C+,525,lv,49,44
OH,10/31/2016,11/2/2016,C+,525,lv,45,43
NV,10/31/2016,11/2/2016,C+,525,lv,44,43
NH,10/31/2016,11/2/2016,C+,525,lv,43,42
FL,10/27/2016,10/31/2016,C+,525,lv,47,46
FL,10/31/2016,11/2/2016,C+,525,lv,45,45
IA,9/13/2016,9/21/2016,A-,612,lv,37,44
IL,9/12/2016,9/12/2016,C,955,rv,51.24,32.71
CO,10/30/2016,11/6/2016,C-,2412,lv,43,39
WI,10/30/2016,10/30/2016,,1172,lv,46,42
FL,9/10/2016,9/14/2016,A,867,lv,41,40
OH,10/30/2016,11/6/2016,C-,2530,lv,42,45
SC,9/6/2016,9/12/2016,C,1247,lv,37.57,53
IL,9/19/2016,9/21/2016,B,700,lv,44.5,38.7
NJ,9/2/2016,9/5/2016,B,800,lv,47,43
TX,10/30/2016,11/6/2016,C-,2695,lv,42,47
GA,10/11/2016,10/12/2016,B,1400,lv,42.3,47.8
GA,9/13/2016,9/21/2016,A-,638,lv,40,47
CO,9/21/2016,9/23/2016,B,991,lv,40,39
OH,10/3/2016,10/6/2016,,812,lv,43.2,40.3
NC,10/30/2016,11/6/2016,C-,2865,lv,48,41
FL,10/5/2016,10/9/2016,C+,400,lv,48.6,42.9
PA,10/5/2016,10/7/2016,B,997,lv,48,40
IA,8/30/2016,8/31/2016,B+,827,lv,45,43
MI,10/30/2016,11/6/2016,C-,2868,lv,44,42
ND,9/12/2016,9/17/2016,B-,400,lv,32,43
NH,10/29/2016,11/1/2016,B+,468,lv,47,38
KS,8/22/2016,8/23/2016,,7769,lv,37,44
NV,9/11/2016,9/13/2016,A+,406,lv,42,44
NV,10/2/2016,10/4/2016,B,700,lv,43,43
GA,10/20/2016,10/20/2016,B,600,lv,43,47
NJ,9/6/2016,9/10/2016,B-,726,rv,50,29
AZ,10/26/2016,10/27/2016,,550,lv,40,42
NH,10/28/2016,10/31/2016,B+,513,lv,46,39
CO,9/14/2016,9/18/2016,B+,350,lv,41,34
NH,9/6/2016,9/8/2016,A,737,lv,39,37
AZ,9/6/2016,9/8/2016,A,649,lv,38,40
ME,9/15/2016,9/20/2016,B+,513,lv,40,36
OH,9/10/2016,9/19/2016,B-,400,lv,39,41
NC,9/10/2016,9/19/2016,B-,400,lv,44,40
NV,9/10/2016,9/19/2016,B-,400,lv,42,42
PA,9/10/2016,9/19/2016,B-,400,lv,46,38
NV,9/6/2016,9/8/2016,A,627,lv,41,42
IL,9/21/2016,9/24/2016,,1200,lv,48.6,35.1
OH,10/20/2016,10/26/2016,C+,875,lv,41,44
PA,10/20/2016,10/26/2016,C+,875,lv,47,40
NC,10/20/2016,10/26/2016,C+,875,lv,46,44
FL,9/6/2016,9/11/2016,C+,800,lv,46,43
NC,9/17/2016,9/22/2016,B+,404,lv,43,42
OH,9/7/2016,9/12/2016,A-,769,lv,41,46
FL,10/20/2016,10/26/2016,C+,875,lv,43,46
UT,10/15/2016,10/16/2016,C+,750,lv,28,30
VA,10/30/2016,10/30/2016,,1106,lv,47,43
CO,10/20/2016,10/22/2016,,1581,lv,45,43
VT,9/2/2016,9/5/2016,B,600,lv,47,26
HI,10/25/2016,10/31/2016,B,97,lv,45.23,23.66
NV,10/20/2016,10/22/2016,,1332,lv,44,47
OH,10/30/2016,11/1/2016,C+,525,lv,46,43
PA,10/30/2016,11/1/2016,C+,525,lv,45,44
NH,10/30/2016,11/1/2016,C+,525,lv,45,41
NC,10/30/2016,11/1/2016,C+,525,lv,47,44
NV,10/30/2016,11/1/2016,C+,525,lv,44,44
GA,9/6/2016,9/8/2016,A,625,lv,42,44
OH,10/10/2016,10/12/2016,B,600,lv,45,43
FL,10/30/2016,11/1/2016,C+,525,lv,46,46
FL,9/7/2016,9/12/2016,A-,788,lv,44,47
FL,9/7/2016,9/8/2016,C,781,lv,42,46
FL,9/27/2016,9/28/2016,B+,826,lv,45,43
CO,10/12/2016,10/13/2016,B-,1226,rv,44,39
WV,9/8/2016,9/10/2016,,600,rv,30,57
NV,10/20/2016,10/22/2016,C+,826,lv,46,42
TX,9/29/2016,10/1/2016,C+,780,lv,37.95,44.87
PA,8/21/2016,8/28/2016,B,1200,lv,46,40
TX,9/1/2016,9/11/2016,,502,lv,32,39
AR,10/25/2016,10/31/2016,B,210,lv,31.49,36.09
OK,10/25/2016,10/31/2016,B,260,lv,27.28,47.83
MT,10/25/2016,10/31/2016,B,191,lv,27.14,39.32
AR,9/15/2016,9/17/2016,C+,831,lv,34,55
FL,10/30/2016,11/6/2016,C-,3574,lv,47,45
KS,9/1/2016,10/13/2016,C-,829,lv,39,47
NH,10/26/2016,10/29/2016,B+,516,lv,46,38
NH,10/27/2016,10/30/2016,B+,463,lv,46,40
CA,9/9/2016,9/18/2016,A,1055,lv,47,31
WY,9/6/2016,9/11/2016,B-,402,lv,19,54
NC,9/27/2016,9/28/2016,B+,861,lv,44,42
AZ,8/26/2016,8/28/2016,B+,837,lv,43,46
NC,9/11/2016,9/12/2016,B+,600,lv,42,42
PA,9/21/2016,9/22/2016,B-,500,lv,45,43
LA,9/22/2016,9/24/2016,C,905,lv,35,45
MN,9/12/2016,9/14/2016,B+,625,rv,44,38
MA,9/3/2016,9/5/2016,B,500,lv,50,33
VA,9/28/2016,10/2/2016,B,800,lv,46,34
OR,10/4/2016,10/4/2016,B-,1248,rv,47,39
MA,9/7/2016,9/10/2016,A-,506,lv,54,28
SD,9/30/2016,10/20/2016,A-,103,lv,32.76,49.64
NY,8/28/2016,8/30/2016,B,800,lv,52.1,34.2
IA,9/20/2016,9/22/2016,B-,491,lv,37.7,38.3
WV,10/25/2016,10/31/2016,B,120,lv,33.35,44.26
VT,10/25/2016,10/31/2016,B,91,lv,57.13,17.11
NM,10/25/2016,10/31/2016,B,242,lv,38.58,31.99
ME,10/25/2016,10/31/2016,B,98,lv,41.52,26.58
ID,10/25/2016,10/31/2016,B,161,lv,21.81,44.25
UT,8/19/2016,8/21/2016,B+,1018,lv,24,39
NV,10/25/2016,10/31/2016,B,224,lv,40.39,33.32
NE,10/25/2016,10/31/2016,B,227,lv,27.37,41.53
FL,10/20/2016,10/22/2016,,1646,lv,46,46
KS,10/25/2016,10/31/2016,B,341,lv,39.89,30.88
SD,10/25/2016,10/31/2016,B,107,lv,19.54,43.31
OK,9/13/2016,9/15/2016,B,515,lv,35.6,50.9
OH,10/20/2016,10/22/2016,,1971,lv,42,46
LA,10/25/2016,10/31/2016,B,282,lv,28.59,49.58
OH,9/12/2016,9/14/2016,B+,500,lv,39,42
MS,10/25/2016,10/31/2016,B,244,lv,25.83,55.37
SC,8/30/2016,9/1/2016,,775,lv,38,50
OR,9/2/2016,9/7/2016,,610,rv,43,28
AK,10/25/2016,10/31/2016,B,82,lv,29.31,32.58
PA,10/20/2016,10/22/2016,,1997,lv,45,42
LA,9/15/2016,9/17/2016,B-,500,lv,32.6,48.9
DC,10/25/2016,10/31/2016,B,74,lv,47.91,19.37
IA,10/25/2016,10/31/2016,B,429,lv,37.55,30.16
NC,10/20/2016,10/22/2016,,1764,lv,44,47
DE,10/25/2016,10/31/2016,B,107,lv,38.21,34.88
MD,10/25/2016,10/31/2016,B,510,lv,47.3,25.15
AK,9/13/2016,9/15/2016,B,500,lv,31,39
FL,10/11/2016,10/13/2016,B-,1799,rv,46,42
WY,10/25/2016,10/31/2016,B,84,lv,26.68,57.27
CT,10/25/2016,10/31/2016,B,364,lv,40.48,31.84
ND,10/25/2016,10/31/2016,B,88,lv,26.18,48.14
WI,10/20/2016,10/22/2016,,1795,lv,46,41
VA,10/11/2016,10/14/2016,B-,809,lv,44,29
NH,10/25/2016,10/31/2016,B,81,lv,36.77,38.03
RI,10/25/2016,10/31/2016,B,66,lv,38.44,36.63
MD,8/18/2016,8/30/2016,B-,754,lv,54,25
MI,11/2/2016,11/2/2016,D,1150,lv,47,44
LA,8/29/2016,9/1/2016,C,605,lv,40,46
NC,9/29/2016,10/3/2016,A,656,lv,46,44
IL,9/13/2016,9/16/2016,B-,600,lv,43,30
AL,10/25/2016,10/31/2016,B,443,lv,20.38,56.12
WY,10/20/2016,10/28/2016,C-,375,lv,24,60
SC,10/25/2016,10/31/2016,B,380,lv,31.9,38.15
MA,10/21/2016,11/2/2016,A-,610,lv,50.89,33.42
VA,10/2/2016,10/6/2016,C+,814,lv,45,36
NC,10/14/2016,10/27/2016,A-,644,lv,47.99,43.77
IN,10/28/2016,11/3/2016,A-,303,lv,37.96,52.81
FL,10/20/2016,10/20/2016,C-,538,lv,49,45
NM,8/19/2016,8/21/2016,B+,1103,v,40,31
TN,10/25/2016,10/31/2016,B,422,lv,31.36,42.27
IA,8/17/2016,8/19/2016,B,987,lv,40,40
VA,10/20/2016,10/22/2016,,1787,lv,48,43
TX,9/7/2016,9/10/2016,B,700,lv,36.1,42.4
OR,10/25/2016,10/31/2016,B,429,lv,37.6,30.6
GA,10/28/2016,11/3/2016,A-,433,lv,41.76,48.13
WI,8/27/2016,8/30/2016,A+,404,lv,43,38
IL,10/28/2016,11/3/2016,A-,511,lv,51.74,38.99
RI,9/2/2016,9/5/2016,B,800,lv,44,41
NC,10/28/2016,11/3/2016,A-,362,lv,46.83,47.7
KY,10/25/2016,10/31/2016,B,363,lv,29.49,41.4
MI,10/28/2016,11/3/2016,A-,327,lv,43.33,43.13
MA,10/28/2016,11/3/2016,A-,346,lv,52.57,36.76
MA,10/25/2016,10/31/2016,B,491,lv,46.3,24.67
VA,10/28/2016,11/3/2016,A-,561,lv,48.83,41.92
CA,8/23/2016,8/30/2016,B,601,rv,52,31
MN,10/25/2016,10/31/2016,B,688,lv,34.77,28.58
NH,9/20/2016,9/25/2016,C+,522,rv,46,42
IN,10/14/2016,10/27/2016,A-,368,lv,38.9,53.54
CO,10/25/2016,10/31/2016,B,637,lv,42.67,27.9
OH,8/26/2016,8/27/2016,B+,1134,lv,46,42
FL,9/15/2016,9/20/2016,C,617,lv,43,41
MO,10/25/2016,10/31/2016,B,726,lv,37.32,38.14
NC,9/5/2016,9/7/2016,B+,500,lv,41,44
NJ,10/28/2016,11/3/2016,A-,557,lv,49.72,36.13
GA,10/25/2016,10/31/2016,B,540,lv,32.92,41.56
NC,9/12/2016,9/16/2016,B+,644,lv,43,44
PA,10/28/2016,11/3/2016,A-,485,lv,48.15,44.04
TX,10/28/2016,11/3/2016,A-,705,lv,39.55,49.4
OH,10/28/2016,11/3/2016,A-,554,lv,46.97,45.49
AZ,10/25/2016,10/31/2016,B,656,lv,37.89,32.88
NY,10/28/2016,11/3/2016,A-,552,lv,56.42,34.22
DC,10/20/2016,10/28/2016,C-,487,lv,87,5
WA,10/25/2016,10/31/2016,B,625,lv,43.73,26.69
CA,9/12/2016,9/14/2016,,515,lv,57,30
PA,8/26/2016,8/29/2016,A+,402,lv,48,40
GA,9/9/2016,9/13/2016,B,600,lv,39,45
ME,10/7/2016,10/9/2016,C,892,lv,44,36.1
IN,10/25/2016,10/31/2016,B,764,lv,36.46,33.82
WA,9/12/2016,9/14/2016,,505,lv,38,28
CO,9/9/2016,9/13/2016,B,600,lv,38,42
ME,9/2/2016,9/5/2016,B,800,lv,44,35
AL,10/7/2016,10/27/2016,A-,452,lv,38.93,51.28
AZ,9/12/2016,9/14/2016,,484,lv,33,37
AZ,10/17/2016,10/18/2016,,550,lv,41,41
NY,9/11/2016,9/15/2016,A,600,lv,51,30
SC,9/7/2016,9/9/2016,,600,lv,35,48
GA,10/14/2016,10/27/2016,A-,583,lv,43.11,47.84
KY,9/14/2016,9/16/2016,B,815,a,23.9,35.4
NC,8/30/2016,9/2/2016,B,1088,lv,46,42
VA,10/25/2016,10/31/2016,B,661,lv,38.73,33.85
NC,10/25/2016,10/31/2016,B,725,lv,34.4,40.6
CA,10/28/2016,11/3/2016,A-,742,lv,60.4,30.34
MI,10/21/2016,10/27/2016,A-,335,lv,41.34,37.11
DE,10/20/2016,10/28/2016,C-,548,lv,52,36
NJ,10/14/2016,10/27/2016,A-,800,lv,50.95,34.25
SC,10/7/2016,10/27/2016,A-,282,lv,43.53,48.62
NV,9/12/2016,9/14/2016,,398,lv,40,42
NE,10/13/2016,11/2/2016,A-,328,lv,31.34,52.38
TX,8/12/2016,8/14/2016,B+,944,lv,38,44
KS,9/6/2016,9/11/2016,A,595,lv,36,48
CT,10/7/2016,10/27/2016,A-,401,lv,51.05,36.25
MI,10/25/2016,10/31/2016,B,677,lv,37.5,34.9
KY,10/7/2016,10/27/2016,A-,463,lv,37.65,56.14
MI,8/22/2016,8/24/2016,B+,500,lv,43.6,37.2
WI,10/25/2016,10/31/2016,B,816,lv,41.21,28.69
VA,10/14/2016,10/27/2016,A-,697,lv,48.11,39.3
NC,8/20/2016,8/23/2016,A+,401,lv,44,42
FL,10/28/2016,11/3/2016,A-,916,lv,47.88,46.89
VA,9/9/2016,9/11/2016,B+,878,lv,45,39
MO,8/26/2016,8/27/2016,B+,1055,lv,41,47
MS,10/13/2016,11/2/2016,A-,261,lv,31.66,56.41
OH,9/22/2016,9/23/2016,B-,850,rv,42,43
WV,10/20/2016,10/24/2016,B,140,lv,24.58,47.56
PA,10/25/2016,10/27/2016,C+,525,lv,47,40
NH,10/25/2016,10/27/2016,C+,525,lv,47,39
NC,10/25/2016,10/27/2016,C+,525,lv,47,44
NV,10/25/2016,10/27/2016,C+,525,lv,43,42
OH,10/25/2016,10/27/2016,C+,525,lv,46,42
SD,10/20/2016,10/24/2016,B,125,lv,29.92,41.88
AZ,8/18/2016,8/23/2016,A-,809,lv,38,45
OR,10/7/2016,10/27/2016,A-,592,lv,46.26,37.69
FL,10/25/2016,10/27/2016,C+,525,lv,42,48
TX,10/25/2016,10/31/2016,B,1260,lv,31.53,43.03
RI,10/20/2016,10/28/2016,C-,518,lv,48,37
