CASEID,race,sex,earn2009,bmonth,byear,afqt,region_1979,faminc1978,hgc,nsibs79
3019,"NON-BLACK, NON-HISPANIC",MALE,132544.5,10,1961,63.843,1,152567.2,17,5
3020,"NON-BLACK, NON-HISPANIC",FEMALE,20986.21,12,1962,47.078,1,152567.2,12,5
3021,"NON-BLACK, NON-HISPANIC",FEMALE,,4,1958,20.071,1,101711.5,12,5
3022,"NON-BLACK, NON-HISPANIC",MALE,33688.38,4,1957,54.075,1,96262.64,16,3
3023,"NON-BLACK, NON-HISPANIC",FEMALE,41972.41,6,1961,35.837,1,108976.6,12,3
3024,"NON-BLACK, NON-HISPANIC",MALE,120394.5,3,1963,27.309,1,101711.5,13,1
3025,"NON-BLACK, NON-HISPANIC",FEMALE,0,2,1959,94.201,1,133677.9,14,4
3026,"NON-BLACK, NON-HISPANIC",MALE,,3,1961,46.776,1,145302.1,,4
3027,BLACK,FEMALE,41972.41,5,1959,,1,,12,5
3028,BLACK,MALE,20986.21,6,1959,81.959,1,,12,3
3029,BLACK,MALE,47495.09,8,1959,,1,,15,5
3030,BLACK,MALE,23195.28,6,1958,9.639,1,23611.59,,4
3031,HISPANIC,MALE,,11,1959,40.819,1,,,8
3032,BLACK,MALE,,7,1960,3.403,1,21795.32,11,3
3033,BLACK,MALE,0,10,1957,75.947,2,,18,3
3034,"NON-BLACK, NON-HISPANIC",FEMALE,,1,1958,43.68,1,69745.01,12,4
3035,"NON-BLACK, NON-HISPANIC",FEMALE,41972.41,9,1963,71.321,1,90813.81,12,4
3036,"NON-BLACK, NON-HISPANIC",FEMALE,57988.2,8,1957,84.533,1,,12,0
3037,"NON-BLACK, NON-HISPANIC",MALE,99408.34,5,1958,72.993,1,78463.13,12,6
3038,"NON-BLACK, NON-HISPANIC",FEMALE,,3,1959,,1,76283.61,,4
3039,"NON-BLACK, NON-HISPANIC",MALE,66272.23,8,1960,71.201,1,71924.54,12,4
3040,"NON-BLACK, NON-HISPANIC",FEMALE,,6,1962,45.475,1,83548.71,12,4
3041,"NON-BLACK, NON-HISPANIC",FEMALE,0,9,1958,92.464,1,,13,1
3042,"NON-BLACK, NON-HISPANIC",FEMALE,48599.63,7,1961,48.152,1,,12,3
3043,"NON-BLACK, NON-HISPANIC",FEMALE,,4,1964,71.492,1,90813.81,12,3
3044,"NON-BLACK, NON-HISPANIC",MALE,,12,1963,,1,14210.55,,2
3045,"NON-BLACK, NON-HISPANIC",FEMALE,0,4,1961,,1,,9,9
3046,BLACK,FEMALE,0,6,1958,13.119,1,23611.59,12,1
3047,"NON-BLACK, NON-HISPANIC",FEMALE,0,2,1960,35.153,1,,13,3
3048,"NON-BLACK, NON-HISPANIC",FEMALE,,7,1962,52.489,1,18162.76,14,6
3049,"NON-BLACK, NON-HISPANIC",FEMALE,,9,1964,16.244,1,18162.76,12,6
3050,"NON-BLACK, NON-HISPANIC",MALE,57435.93,10,1959,3.838,1,,8,5
3051,"NON-BLACK, NON-HISPANIC",FEMALE,24299.82,10,1962,42.04,1,,12,5
3052,"NON-BLACK, NON-HISPANIC",MALE,60749.54,2,1959,53.278,1,,12,1
3053,"NON-BLACK, NON-HISPANIC",FEMALE,,8,1957,76.21301,1,,,5
3054,"NON-BLACK, NON-HISPANIC",FEMALE,,9,1959,29.399,1,86818.01,12,2
3055,"NON-BLACK, NON-HISPANIC",MALE,36449.72,7,1963,18.999,1,90813.81,12,2
3056,"NON-BLACK, NON-HISPANIC",MALE,,6,1962,95.032,1,78099.88,12,2
3057,"NON-BLACK, NON-HISPANIC",FEMALE,30927.04,9,1958,19.496,1,,12,3
3058,"NON-BLACK, NON-HISPANIC",FEMALE,88362.97,1,1961,49.827,1,59573.87,12,2
3059,"NON-BLACK, NON-HISPANIC",MALE,61412.26,3,1957,15.551,1,,12,5
3060,"NON-BLACK, NON-HISPANIC",MALE,344973.4,7,1959,17.174,1,,14,5
3061,"NON-BLACK, NON-HISPANIC",FEMALE,66272.23,1,1958,49.223,1,,16,5
3062,"NON-BLACK, NON-HISPANIC",MALE,344973.4,5,1957,82.256,3,,16,1
3063,"NON-BLACK, NON-HISPANIC",MALE,55226.86,10,1961,,1,,12,2
3064,BLACK,FEMALE,19881.67,7,1957,26.227,1,,16,4
3065,BLACK,FEMALE,,11,1959,10.181,1,14530.21,,4
3066,BLACK,FEMALE,,5,1957,43.898,1,12169.05,12,0
3067,BLACK,MALE,,1,1959,,1,18162.76,,12
3068,BLACK,FEMALE,0,10,1957,36.196,1,54851.55,12,3
3069,BLACK,FEMALE,,9,1959,21.782,1,27244.14,13,7
3070,BLACK,MALE,0,11,1961,1.299,1,21795.32,,7
3071,BLACK,MALE,38658.8,7,1964,2.84,1,21795.32,12,7
3072,BLACK,MALE,,3,1964,19.121,1,7265.105,12,6
3073,BLACK,FEMALE,16568.06,2,1961,8.799,1,26154.38,12,1
3074,BLACK,FEMALE,,3,1961,0.336,1,29060.42,12,1
3075,BLACK,FEMALE,0,4,1957,4.881,1,,12,2
3076,BLACK,FEMALE,0,2,1964,41.502,1,36325.53,12,3
3077,BLACK,MALE,77317.59,6,1957,16.973,1,38505.06,12,2
3078,BLACK,FEMALE,,11,1961,50.564,1,39958.08,,2
3079,"NON-BLACK, NON-HISPANIC",FEMALE,44181.48,12,1958,55.687,1,17073,12,6
3080,"NON-BLACK, NON-HISPANIC",FEMALE,883.6297,8,1961,22.789,1,38505.06,12,6
3081,"NON-BLACK, NON-HISPANIC",FEMALE,22090.74,8,1963,63.437,1,38505.06,12,6
3082,"NON-BLACK, NON-HISPANIC",MALE,22090.74,10,1964,58.906,1,38505.06,,6
3083,"NON-BLACK, NON-HISPANIC",MALE,,1,1959,45.819,1,21795.32,,3
3084,"NON-BLACK, NON-HISPANIC",MALE,,8,1960,89.903,1,,16,1
3085,"NON-BLACK, NON-HISPANIC",FEMALE,47495.09,5,1962,87.496,1,127139.3,16,2
3086,"NON-BLACK, NON-HISPANIC",MALE,,3,1964,95.69199,1,127139.3,16,2
3087,"NON-BLACK, NON-HISPANIC",MALE,66272.23,7,1961,,1,25427.87,11,6
3088,"NON-BLACK, NON-HISPANIC",MALE,75108.52,8,1963,,1,25427.87,8,6
3089,"NON-BLACK, NON-HISPANIC",MALE,58540.46,7,1959,93.403,1,68836.87,15,2
3090,"NON-BLACK, NON-HISPANIC",FEMALE,37554.26,7,1960,73.371,1,81877.73,12,2
3091,"NON-BLACK, NON-HISPANIC",FEMALE,47495.09,6,1964,39.958,1,72651.05,14,1
3092,"NON-BLACK, NON-HISPANIC",MALE,,3,1958,,1,36325.53,,1
3093,"NON-BLACK, NON-HISPANIC",FEMALE,33136.11,1,1957,18.165,1,32692.97,12,1
3094,"NON-BLACK, NON-HISPANIC",FEMALE,2209.074,10,1958,14.147,1,36325.53,12,1
3095,"NON-BLACK, NON-HISPANIC",FEMALE,2209.074,8,1957,42.733,1,,12,3
3096,"NON-BLACK, NON-HISPANIC",FEMALE,36449.72,9,1958,53.65,1,,13,3
3097,"NON-BLACK, NON-HISPANIC",MALE,110453.7,12,1962,34.227,1,,16,3
3098,"NON-BLACK, NON-HISPANIC",FEMALE,0,4,1960,79.047,1,,12,5
3099,"NON-BLACK, NON-HISPANIC",FEMALE,9940.834,2,1963,57.237,1,,16,5
3100,"NON-BLACK, NON-HISPANIC",MALE,33136.11,11,1957,27.065,1,87181.27,12,2
3101,"NON-BLACK, NON-HISPANIC",FEMALE,0,1,1962,59.484,1,,12,5
3102,"NON-BLACK, NON-HISPANIC",MALE,93885.66,11,1960,97.618,1,71924.54,15,3
3103,"NON-BLACK, NON-HISPANIC",MALE,54122.32,5,1963,0.9529999,1,16346.49,10,4
3104,"NON-BLACK, NON-HISPANIC",MALE,25846.17,11,1964,24.392,1,16346.49,10,4
3105,"NON-BLACK, NON-HISPANIC",FEMALE,26508.89,1,1963,67.298,1,,12,3
3106,"NON-BLACK, NON-HISPANIC",FEMALE,24299.82,1,1964,85.394,1,,18,3
3107,"NON-BLACK, NON-HISPANIC",FEMALE,30374.77,5,1964,65.348,1,36325.53,15,2
3108,"NON-BLACK, NON-HISPANIC",FEMALE,35345.19,8,1960,46.813,1,,12,4
3109,"NON-BLACK, NON-HISPANIC",FEMALE,74003.98,7,1961,98.588,1,72651.05,17,3
3110,"NON-BLACK, NON-HISPANIC",FEMALE,,9,1960,90.778,1,,16,3
3111,"NON-BLACK, NON-HISPANIC",FEMALE,61854.08,10,1960,80.097,1,123506.8,14,3
3112,"NON-BLACK, NON-HISPANIC",FEMALE,127021.8,1,1963,44.232,1,134404.5,16,3
3113,"NON-BLACK, NON-HISPANIC",FEMALE,56331.39,10,1959,40.008,1,,12,4
3114,"NON-BLACK, NON-HISPANIC",MALE,21341.87,5,1961,23.306,1,,12,2
3115,"NON-BLACK, NON-HISPANIC",FEMALE,0,8,1962,83.625,1,,12,2
3116,"NON-BLACK, NON-HISPANIC",MALE,98303.8,3,1957,63.44,1,,12,3
3117,"NON-BLACK, NON-HISPANIC",FEMALE,,12,1959,64.261,1,,14,3
3118,"NON-BLACK, NON-HISPANIC",FEMALE,,1,1964,35.994,1,87181.27,12,6
3119,"NON-BLACK, NON-HISPANIC",FEMALE,0,4,1959,4.175,1,61753.4,12,4
3120,"NON-BLACK, NON-HISPANIC",FEMALE,18777.13,2,1962,34.968,1,72651.05,12,4
3121,"NON-BLACK, NON-HISPANIC",FEMALE,,3,1960,68.011,1,101355.5,12,4
3122,"NON-BLACK, NON-HISPANIC",FEMALE,21509.76,1,1962,86.91,1,116241.7,13,4
3123,"NON-BLACK, NON-HISPANIC",MALE,46390.56,2,1959,90.601,1,5812.085,14,3
3124,"NON-BLACK, NON-HISPANIC",MALE,63510.88,10,1961,83.367,1,14530.21,12,3
3125,"NON-BLACK, NON-HISPANIC",MALE,,1,1960,24.481,1,18162.76,12,6
3126,"NON-BLACK, NON-HISPANIC",MALE,,8,1964,73.387,1,69018.5,14,4
3127,"NON-BLACK, NON-HISPANIC",MALE,220.9074,11,1962,16.094,1,69018.5,12,5
3128,"NON-BLACK, NON-HISPANIC",MALE,43076.95,4,1961,57.01,1,108976.6,12,2
3129,"NON-BLACK, NON-HISPANIC",FEMALE,0,11,1962,36.672,1,108976.6,12,2
3130,"NON-BLACK, NON-HISPANIC",FEMALE,,4,1960,93.498,1,,,2
3131,"NON-BLACK, NON-HISPANIC",MALE,,5,1959,74.542,0,,,3
3132,"NON-BLACK, NON-HISPANIC",MALE,,5,1959,93.545,1,,,1
3133,"NON-BLACK, NON-HISPANIC",FEMALE,,3,1961,93.686,1,,,1
3134,"NON-BLACK, NON-HISPANIC",FEMALE,0,11,1958,21.288,1,37778.55,12,3
3135,"NON-BLACK, NON-HISPANIC",FEMALE,,8,1961,45.188,1,90813.81,12,4
3136,"NON-BLACK, NON-HISPANIC",MALE,,1,1959,,1,98078.92,12,2
3137,"NON-BLACK, NON-HISPANIC",MALE,49704.17,6,1958,85.855,1,87181.27,18,2
3138,"NON-BLACK, NON-HISPANIC",MALE,77317.59,6,1958,37.729,3,,12,4
3139,"NON-BLACK, NON-HISPANIC",MALE,,7,1964,89.196,1,,16,1
3140,"NON-BLACK, NON-HISPANIC",MALE,,6,1958,52.478,1,90813.81,13,3
3141,"NON-BLACK, NON-HISPANIC",MALE,99408.34,2,1962,94.082,1,90813.81,16,2
3142,"NON-BLACK, NON-HISPANIC",MALE,344973.4,1,1964,,1,108976.6,18,1
3143,"NON-BLACK, NON-HISPANIC",FEMALE,74556.25,4,1961,50.223,1,43590.63,16,3
3144,"NON-BLACK, NON-HISPANIC",MALE,,2,1958,6.432,1,94446.37,,2
3145,"NON-BLACK, NON-HISPANIC",FEMALE,16568.06,10,1961,80.71,1,87181.27,16,2
3146,"NON-BLACK, NON-HISPANIC",FEMALE,82840.28,11,1959,74.184,1,,17,2
3147,"NON-BLACK, NON-HISPANIC",MALE,,8,1958,81.524,1,72651.05,,5
3148,"NON-BLACK, NON-HISPANIC",FEMALE,27613.43,2,1961,4.382,1,72651.05,,4
3149,"NON-BLACK, NON-HISPANIC",MALE,,9,1963,38.949,1,65385.95,12,0
3150,"NON-BLACK, NON-HISPANIC",FEMALE,163692.4,1,1958,85.289,1,56667.82,16,1
3151,"NON-BLACK, NON-HISPANIC",FEMALE,61633.17,1,1962,39.186,1,72651.05,12,3
3152,"NON-BLACK, NON-HISPANIC",MALE,344973.4,8,1959,81.144,3,,18,4
3153,"NON-BLACK, NON-HISPANIC",FEMALE,344973.4,10,1961,79.758,1,196521.1,16,4
3154,"NON-BLACK, NON-HISPANIC",FEMALE,27613.43,12,1958,87.711,1,,16,2
3155,"NON-BLACK, NON-HISPANIC",FEMALE,38658.8,11,1963,29.317,1,98078.92,13,1
3156,"NON-BLACK, NON-HISPANIC",FEMALE,15463.52,8,1961,78.547,1,98078.92,19,1
3157,"NON-BLACK, NON-HISPANIC",FEMALE,61769.03,5,1964,56.562,1,98078.92,16,1
3158,"NON-BLACK, NON-HISPANIC",MALE,,2,1957,83.152,1,,,5
3159,"NON-BLACK, NON-HISPANIC",MALE,49704.17,7,1960,69.35,1,51582.25,14,2
3160,"NON-BLACK, NON-HISPANIC",MALE,55226.86,2,1962,,1,52672.01,17,2
3161,"NON-BLACK, NON-HISPANIC",MALE,22090.74,1,1964,49.448,1,52672.01,13,2
3162,"NON-BLACK, NON-HISPANIC",FEMALE,82840.28,10,1963,95.01199,1,,16,0
3163,"NON-BLACK, NON-HISPANIC",FEMALE,32031.58,4,1958,35.413,1,98078.92,12,3
3164,"NON-BLACK, NON-HISPANIC",FEMALE,0,4,1959,15.22,1,105344,12,3
3165,"NON-BLACK, NON-HISPANIC",FEMALE,44181.48,12,1962,40.18,1,108976.6,12,3
3166,"NON-BLACK, NON-HISPANIC",MALE,55226.86,11,1961,99.463,1,,16,3
3167,"NON-BLACK, NON-HISPANIC",FEMALE,344973.4,1,1960,,3,,,3
3168,"NON-BLACK, NON-HISPANIC",MALE,140276.2,1,1958,90.399,1,,19,3
3169,"NON-BLACK, NON-HISPANIC",MALE,,8,1959,91.47101,0,,16,1
3170,"NON-BLACK, NON-HISPANIC",MALE,344973.4,11,1960,98.699,3,,19,1
3171,"NON-BLACK, NON-HISPANIC",MALE,0,10,1962,96.789,1,272441.4,18,2
3172,"NON-BLACK, NON-HISPANIC",MALE,344973.4,2,1959,97.598,1,,20,2
3173,"NON-BLACK, NON-HISPANIC",MALE,160157.9,12,1960,96.91499,1,,20,2
3174,"NON-BLACK, NON-HISPANIC",FEMALE,1104.537,1,1963,,1,108976.6,15,1
3175,BLACK,FEMALE,0,10,1961,22.578,1,29060.42,12,6
3176,BLACK,FEMALE,,8,1957,60.884,0,61154.02,12,3
3177,BLACK,MALE,72899.45,7,1960,15.835,1,84275.23,12,3
3178,BLACK,FEMALE,,9,1961,25.222,1,72651.05,12,3
3179,"NON-BLACK, NON-HISPANIC",FEMALE,55226.86,8,1957,76.903,1,,16,2
3180,"NON-BLACK, NON-HISPANIC",MALE,,11,1957,92.80099,4,,18,3
3181,"NON-BLACK, NON-HISPANIC",MALE,344973.4,1,1958,96.586,0,,19,1
3182,"NON-BLACK, NON-HISPANIC",FEMALE,0,4,1960,99.923,1,,16,1
3183,"NON-BLACK, NON-HISPANIC",FEMALE,,1,1962,81.12,0,,,3
3184,"NON-BLACK, NON-HISPANIC",FEMALE,,5,1964,86.549,1,,,3
3185,"NON-BLACK, NON-HISPANIC",FEMALE,,2,1962,83.97701,1,130771.9,,4
3186,"NON-BLACK, NON-HISPANIC",MALE,,6,1960,70.703,3,,16,2
3187,"NON-BLACK, NON-HISPANIC",MALE,344973.4,9,1959,97.762,3,,20,2
3188,BLACK,FEMALE,0,4,1960,23.362,1,,12,4
3189,BLACK,MALE,,12,1961,74.512,1,,16,4
3190,BLACK,FEMALE,16568.06,10,1964,17.018,1,20338.66,12,5
3191,BLACK,FEMALE,,1,1963,12.665,1,20338.66,14,7
3192,BLACK,MALE,,9,1958,31.785,1,12713.93,12,2
3193,"NON-BLACK, NON-HISPANIC",MALE,110453.7,12,1960,75.44,1,,12,4
3194,"NON-BLACK, NON-HISPANIC",MALE,68481.3,4,1961,25.518,1,79916.16,11,0
3195,"NON-BLACK, NON-HISPANIC",MALE,50808.71,5,1960,59.617,1,62843.16,12,2
3196,"NON-BLACK, NON-HISPANIC",MALE,90572.04,4,1959,66.428,1,94446.37,12,4
3197,"NON-BLACK, NON-HISPANIC",FEMALE,38324.13,12,1960,43.955,1,119511,12,4
3198,"NON-BLACK, NON-HISPANIC",FEMALE,70690.38,1,1957,69.661,1,107160.3,14,4
3199,"NON-BLACK, NON-HISPANIC",FEMALE,33136.11,11,1961,16.749,1,87181.27,12,3
3200,"NON-BLACK, NON-HISPANIC",MALE,0,11,1958,24.193,1,35599.02,10,4
3201,"NON-BLACK, NON-HISPANIC",FEMALE,38658.8,2,1963,88.518,1,54488.29,12,4
3202,"NON-BLACK, NON-HISPANIC",MALE,,8,1959,34.983,1,,12,4
3203,"NON-BLACK, NON-HISPANIC",MALE,0,9,1962,43.176,1,,12,4
3204,"NON-BLACK, NON-HISPANIC",FEMALE,46390.56,3,1964,52.129,1,,12,4
3205,"NON-BLACK, NON-HISPANIC",FEMALE,100512.9,8,1964,83.732,1,90813.81,16,3
3206,"NON-BLACK, NON-HISPANIC",FEMALE,98303.8,8,1963,49.106,1,,12,2
3207,"NON-BLACK, NON-HISPANIC",MALE,46390.56,9,1957,57.768,1,,12,3
3208,"NON-BLACK, NON-HISPANIC",MALE,165680.6,8,1959,92.189,1,43590.63,16,3
3209,"NON-BLACK, NON-HISPANIC",FEMALE,,9,1962,53.889,1,,12,3
3210,"NON-BLACK, NON-HISPANIC",MALE,,1,1962,67.243,0,101711.5,12,2
3211,"NON-BLACK, NON-HISPANIC",MALE,,2,1957,49.313,1,,,1
3212,"NON-BLACK, NON-HISPANIC",FEMALE,,7,1959,94.747,1,,,3
3213,"NON-BLACK, NON-HISPANIC",MALE,,5,1963,74.571,1,,12,6
3214,"NON-BLACK, NON-HISPANIC",MALE,39763.34,10,1963,73.204,1,,12,6
3215,"NON-BLACK, NON-HISPANIC",MALE,55370.45,8,1957,68.957,1,65262.44,12,5
3216,"NON-BLACK, NON-HISPANIC",MALE,0,4,1960,95.111,1,98177,18,5
3217,"NON-BLACK, NON-HISPANIC",FEMALE,,11,1961,,1,90813.81,,6
3218,"NON-BLACK, NON-HISPANIC",FEMALE,6406.315,6,1959,50.82,1,75557.09,13,5
3219,"NON-BLACK, NON-HISPANIC",MALE,94990.19,4,1961,60.974,1,90813.81,14,5
3220,"NON-BLACK, NON-HISPANIC",MALE,,9,1962,80.835,1,90813.81,,5
3221,"NON-BLACK, NON-HISPANIC",FEMALE,98303.8,9,1964,87.803,1,90813.81,12,5
3222,"NON-BLACK, NON-HISPANIC",FEMALE,,12,1959,75.354,1,,,3
3223,"NON-BLACK, NON-HISPANIC",FEMALE,,3,1963,92.29201,1,72651.05,17,3
3224,"NON-BLACK, NON-HISPANIC",MALE,154635.2,10,1958,77.251,1,,16,1
3225,"NON-BLACK, NON-HISPANIC",FEMALE,5301.778,8,1962,81.344,1,72651.05,14,3
3226,"NON-BLACK, NON-HISPANIC",MALE,,4,1958,98.716,1,,,1
3227,"NON-BLACK, NON-HISPANIC",FEMALE,46390.56,1,1961,,1,,16,1
3228,"NON-BLACK, NON-HISPANIC",MALE,78422.13,6,1962,74.327,1,,17,1
3229,"NON-BLACK, NON-HISPANIC",MALE,141380.8,7,1964,82.125,1,,20,1
3230,"NON-BLACK, NON-HISPANIC",MALE,121499.1,5,1963,8.960999,1,72651.05,10,2
3231,"NON-BLACK, NON-HISPANIC",FEMALE,49704.17,10,1963,61.426,1,101711.5,12,12
3232,"NON-BLACK, NON-HISPANIC",MALE,34240.65,3,1957,45.018,1,56304.56,12,4
3233,"NON-BLACK, NON-HISPANIC",FEMALE,,3,1958,40.697,1,88997.54,,4
3234,"NON-BLACK, NON-HISPANIC",FEMALE,27613.43,3,1959,64.311,1,68291.98,15,4
3235,"NON-BLACK, NON-HISPANIC",MALE,7179.491,3,1960,74.936,1,85888.07,12,4
3236,"NON-BLACK, NON-HISPANIC",FEMALE,1327.654,2,1964,69.055,1,10897.66,12,0
3237,"NON-BLACK, NON-HISPANIC",FEMALE,57435.93,12,1959,45.032,1,,13,3
3238,BLACK,FEMALE,39763.34,1,1958,85.024,1,112609.1,17,2
3239,BLACK,MALE,,10,1961,63.447,1,119874.2,14,2
3240,"NON-BLACK, NON-HISPANIC",MALE,64063.15,10,1961,96.819,1,98078.92,19,3
3241,"NON-BLACK, NON-HISPANIC",MALE,,5,1959,89.103,1,,,1
3242,"NON-BLACK, NON-HISPANIC",FEMALE,26674.57,8,1961,55.896,1,50855.74,12,2
3243,"NON-BLACK, NON-HISPANIC",FEMALE,110453.7,2,1958,58.532,1,85364.98,16,1
3244,"NON-BLACK, NON-HISPANIC",FEMALE,38658.8,10,1963,82.18001,1,90813.81,18,1
3245,"NON-BLACK, NON-HISPANIC",FEMALE,16568.06,4,1963,51.236,1,,12,2
3246,"NON-BLACK, NON-HISPANIC",MALE,49372.81,10,1960,38.573,1,57031.08,12,1
3247,"NON-BLACK, NON-HISPANIC",MALE,344973.4,12,1962,43.302,1,58120.84,12,4
3248,"NON-BLACK, NON-HISPANIC",FEMALE,37991.66,5,1963,77.00301,1,,12,2
3249,"NON-BLACK, NON-HISPANIC",FEMALE,26508.89,6,1961,56.14,1,83548.71,14,1
3250,"NON-BLACK, NON-HISPANIC",FEMALE,5975.545,5,1961,99.453,1,88997.54,14,1
3251,"NON-BLACK, NON-HISPANIC",MALE,55226.86,12,1963,78.718,1,88997.54,12,1
3252,"NON-BLACK, NON-HISPANIC",FEMALE,22090.74,3,1962,28.527,1,30876.7,12,4
3253,"NON-BLACK, NON-HISPANIC",FEMALE,7667.696,8,1963,0.572,1,30876.7,12,4
3254,"NON-BLACK, NON-HISPANIC",FEMALE,31258.4,8,1964,67.56499,1,30876.7,12,4
3255,"NON-BLACK, NON-HISPANIC",MALE,22090.74,3,1961,91.683,1,85364.98,13,2
3256,"NON-BLACK, NON-HISPANIC",MALE,55226.86,2,1960,97.873,1,,20,2
3257,"NON-BLACK, NON-HISPANIC",MALE,110453.7,9,1962,98.634,1,,18,2
3258,"NON-BLACK, NON-HISPANIC",MALE,27613.43,10,1957,89.343,1,,13,1
3259,BLACK,FEMALE,0,6,1963,1.145,1,57902.89,8,5
3260,BLACK,FEMALE,,1,1962,3.283,1,57902.89,8,5
3261,BLACK,MALE,19881.67,10,1960,16.527,1,53543.83,9,5
3262,"NON-BLACK, NON-HISPANIC",FEMALE,,4,1963,22.175,1,90813.81,,0
3263,"NON-BLACK, NON-HISPANIC",MALE,115976.4,11,1960,96.452,1,53761.78,16,2
3264,HISPANIC,MALE,0,5,1960,21.626,1,16230.25,11,5
3265,HISPANIC,MALE,,1,1962,29.955,1,27607.4,12,3
3266,HISPANIC,FEMALE,0,9,1961,44.505,1,90813.81,,3
3267,HISPANIC,MALE,10603.56,9,1962,78.896,1,90813.81,,3
3268,HISPANIC,FEMALE,276.1343,5,1964,22.938,1,16440.93,10,3
3269,HISPANIC,FEMALE,2827.615,6,1958,47.051,1,21315.82,14,2
3270,HISPANIC,MALE,,5,1962,1.277,1,14646.45,,4
3271,"NON-BLACK, NON-HISPANIC",MALE,38658.8,11,1960,,1,16302.9,6,6
3272,"NON-BLACK, NON-HISPANIC",MALE,,12,1963,16.201,1,25021.02,12,6
3273,HISPANIC,FEMALE,38658.8,5,1960,10.456,1,20008.1,12,3
3274,HISPANIC,MALE,,8,1963,,1,20008.1,10,3
3275,"NON-BLACK, NON-HISPANIC",MALE,82840.28,11,1960,84.104,1,,16,2
3276,"NON-BLACK, NON-HISPANIC",FEMALE,0,5,1958,64.978,1,,20,2
3277,"NON-BLACK, NON-HISPANIC",MALE,,12,1957,84.12599,1,32692.97,12,3
3278,"NON-BLACK, NON-HISPANIC",FEMALE,138729.9,2,1958,60.446,1,1089.766,19,3
3279,"NON-BLACK, NON-HISPANIC",MALE,,11,1959,13.41,1,14530.21,12,3
3280,"NON-BLACK, NON-HISPANIC",FEMALE,0,7,1963,61.654,1,21795.32,12,3
3281,HISPANIC,MALE,0,8,1961,55.405,1,116241.7,13,2
3282,HISPANIC,MALE,66272.23,11,1960,33.772,1,43590.63,13,2
3283,HISPANIC,MALE,,1,1962,14.537,1,52672.01,,2
3284,"NON-BLACK, NON-HISPANIC",MALE,143589.8,3,1963,50.333,0,69018.5,15,1
3285,HISPANIC,FEMALE,35345.19,1,1962,14.453,1,72651.05,12,0
3286,HISPANIC,FEMALE,,10,1957,75.71,1,,17,2
3287,"NON-BLACK, NON-HISPANIC",FEMALE,38658.8,4,1963,39.989,1,45406.91,13,5
3288,HISPANIC,FEMALE,,8,1963,20.051,1,28188.61,,4
3289,"NON-BLACK, NON-HISPANIC",MALE,160157.9,11,1957,94.381,1,85364.98,16,2
3290,"NON-BLACK, NON-HISPANIC",MALE,160157.9,10,1960,93.79501,1,93698.06,20,2
3291,"NON-BLACK, NON-HISPANIC",FEMALE,,8,1964,53.457,1,98078.92,16,2
3292,"NON-BLACK, NON-HISPANIC",FEMALE,,9,1958,41.12,1,,13,4
3293,"NON-BLACK, NON-HISPANIC",FEMALE,,9,1957,63.654,1,,12,6
3294,"NON-BLACK, NON-HISPANIC",FEMALE,114871.9,3,1960,94.74,1,,18,2
3295,"NON-BLACK, NON-HISPANIC",FEMALE,,7,1962,94.806,1,50855.74,18,2
3296,"NON-BLACK, NON-HISPANIC",MALE,,6,1961,61.616,1,23611.59,,0
3297,BLACK,MALE,22090.74,11,1958,13.034,1,61753.4,12,2
3298,HISPANIC,FEMALE,,3,1959,1.046,1,,,1
3299,HISPANIC,FEMALE,,12,1957,42.659,1,61753.39,15,3
3300,HISPANIC,FEMALE,,11,1958,12.454,1,35530,13,3
3301,HISPANIC,MALE,,1,1960,50.796,1,43590.63,14,3
3302,HISPANIC,MALE,22090.74,1,1961,77.135,1,43590.63,12,3
3303,"NON-BLACK, NON-HISPANIC",FEMALE,38658.8,7,1958,94.269,1,,16,2
3304,HISPANIC,FEMALE,8836.297,9,1961,80.934,1,,13,4
3305,HISPANIC,FEMALE,61854.08,6,1964,78.189,1,,17,4
3306,BLACK,FEMALE,0,9,1963,25.048,1,16302.9,12,6
3307,BLACK,MALE,15463.52,4,1957,21.33,1,79916.16,15,1
3308,BLACK,FEMALE,,1,1960,20.264,1,125323.1,14,1
3309,BLACK,FEMALE,67376.77,2,1961,92.951,1,108322.7,17,3
3310,BLACK,MALE,49704.17,7,1962,27.814,1,20959.83,12,0
3311,BLACK,MALE,35345.19,5,1961,18.024,2,50419.83,11,4
3312,BLACK,FEMALE,33136.11,4,1961,6.887,2,49039.46,15,1
3313,"NON-BLACK, NON-HISPANIC",MALE,0,8,1959,1.739,2,47223.18,9,2
3314,"NON-BLACK, NON-HISPANIC",MALE,,2,1961,48.817,2,46493.04,9,2
3315,BLACK,FEMALE,33136.11,11,1957,34.992,2,,13,5
3316,BLACK,FEMALE,11045.37,3,1960,11.714,2,54306.66,14,5
3317,BLACK,FEMALE,0,2,1961,2.463,2,63751.3,12,5
3318,BLACK,MALE,,2,1961,2.123,2,63751.3,,5
3319,"NON-BLACK, NON-HISPANIC",MALE,0,7,1959,15.354,2,23920.36,10,6
3320,"NON-BLACK, NON-HISPANIC",FEMALE,,10,1962,5.019,2,36543.48,,6
3321,"NON-BLACK, NON-HISPANIC",FEMALE,0,11,1964,12.579,2,36543.48,10,7
3322,BLACK,FEMALE,,11,1958,11.508,2,-8354.871,13,3
3323,BLACK,MALE,,1,1962,27.875,2,9807.893,14,3
