CASEID,race,sex,earn2009,bmonth,byear,afqt,region_1979,faminc1978,hgc,nsibs79
4769,"NON-BLACK, NON-HISPANIC",FEMALE,0,10,1959,41.929,2,,12,3
4770,"NON-BLACK, NON-HISPANIC",MALE,37554.26,10,1963,56.987,2,58120.84,12,3
4771,"NON-BLACK, NON-HISPANIC",MALE,,1,1957,27.595,2,,12,2
4772,"NON-BLACK, NON-HISPANIC",FEMALE,32031.58,9,1957,45.131,2,,12,7
4773,"NON-BLACK, NON-HISPANIC",MALE,,10,1962,10.482,2,32674.81,7,8
4774,"NON-BLACK, NON-HISPANIC",FEMALE,19881.67,9,1957,44.272,2,,12,3
4775,"NON-BLACK, NON-HISPANIC",MALE,,1,1958,3.324,2,,12,2
4776,"NON-BLACK, NON-HISPANIC",MALE,44181.48,3,1962,11.451,2,29060.42,12,4
4777,"NON-BLACK, NON-HISPANIC",FEMALE,8151.484,1,1961,34.099,2,88634.28,12,6
4778,"NON-BLACK, NON-HISPANIC",FEMALE,30496.27,5,1963,29.236,2,88997.54,12,1
4779,"NON-BLACK, NON-HISPANIC",MALE,0,2,1964,16.44,2,76283.61,12,1
4780,"NON-BLACK, NON-HISPANIC",FEMALE,27613.43,8,1959,34.125,2,,12,2
4781,"NON-BLACK, NON-HISPANIC",MALE,28717.96,6,1958,11.341,2,,9,11
4782,"NON-BLACK, NON-HISPANIC",FEMALE,1104.537,8,1959,11.661,2,,10,5
4783,"NON-BLACK, NON-HISPANIC",FEMALE,32031.58,11,1958,,2,,12,8
4784,"NON-BLACK, NON-HISPANIC",FEMALE,,1,1961,20.994,2,,12,8
4785,"NON-BLACK, NON-HISPANIC",FEMALE,22090.74,9,1962,54.385,2,,12,8
4786,"NON-BLACK, NON-HISPANIC",MALE,25349.13,4,1964,,2,,12,8
4787,"NON-BLACK, NON-HISPANIC",FEMALE,20986.21,7,1960,11.788,2,7265.105,11,1
4788,"NON-BLACK, NON-HISPANIC",MALE,81735.74,9,1959,43.564,2,72651.05,12,4
4789,"NON-BLACK, NON-HISPANIC",MALE,,4,1962,65.75301,2,101711.5,12,4
4790,"NON-BLACK, NON-HISPANIC",FEMALE,25846.17,12,1964,44.281,2,101711.5,12,4
4791,"NON-BLACK, NON-HISPANIC",MALE,,1,1957,13.667,2,,12,6
4792,"NON-BLACK, NON-HISPANIC",FEMALE,16568.06,9,1963,,2,58120.84,12,2
4793,"NON-BLACK, NON-HISPANIC",MALE,143589.8,3,1963,86.85899,2,54488.29,16,3
4794,"NON-BLACK, NON-HISPANIC",MALE,114871.9,2,1964,65.89301,2,54488.29,14,3
4795,"NON-BLACK, NON-HISPANIC",FEMALE,78422.13,6,1964,89.109,2,87181.27,16,2
4796,"NON-BLACK, NON-HISPANIC",FEMALE,22090.74,5,1962,61.169,2,,13,2
4797,"NON-BLACK, NON-HISPANIC",FEMALE,,7,1963,88.36501,2,,,1
4798,"NON-BLACK, NON-HISPANIC",FEMALE,,8,1960,90.344,2,69610.61,16,2
4799,"NON-BLACK, NON-HISPANIC",MALE,,12,1961,93.854,2,98078.92,17,2
4800,"NON-BLACK, NON-HISPANIC",MALE,,4,1958,43.655,2,,12,5
4801,"NON-BLACK, NON-HISPANIC",FEMALE,0,6,1957,41.368,2,,14,2
4802,"NON-BLACK, NON-HISPANIC",FEMALE,55226.86,3,1962,46.574,2,,13,3
4803,"NON-BLACK, NON-HISPANIC",FEMALE,50808.71,11,1963,82.63699,2,72651.05,13,2
4804,"NON-BLACK, NON-HISPANIC",FEMALE,33136.11,7,1963,53.937,2,181627.6,12,2
4805,"NON-BLACK, NON-HISPANIC",MALE,89467.51,11,1961,61.977,2,138037,15,1
4806,"NON-BLACK, NON-HISPANIC",MALE,0,7,1959,47.828,2,111820.9,12,1
4807,"NON-BLACK, NON-HISPANIC",FEMALE,4033.77,8,1957,60.6,2,,,7
4808,"NON-BLACK, NON-HISPANIC",MALE,61854.08,5,1960,77.514,2,,12,7
4809,"NON-BLACK, NON-HISPANIC",FEMALE,28717.96,1,1963,11.491,2,,11,7
4810,"NON-BLACK, NON-HISPANIC",FEMALE,60749.54,7,1958,74.194,2,,13,1
4811,"NON-BLACK, NON-HISPANIC",MALE,,1,1960,,2,18162.76,12,1
4812,"NON-BLACK, NON-HISPANIC",FEMALE,66272.23,9,1961,98.187,2,90813.81,16,0
4813,"NON-BLACK, NON-HISPANIC",MALE,87258.43,4,1964,62.75,2,54488.29,14,1
4814,"NON-BLACK, NON-HISPANIC",MALE,,3,1960,,2,47223.18,12,3
4815,"NON-BLACK, NON-HISPANIC",FEMALE,66272.23,11,1959,90.394,2,20705.55,12,6
4816,"NON-BLACK, NON-HISPANIC",MALE,344973.4,11,1963,97.105,2,36325.53,18,6
4817,"NON-BLACK, NON-HISPANIC",FEMALE,,3,1957,60.664,2,,12,1
4818,"NON-BLACK, NON-HISPANIC",MALE,13254.45,1,1960,81.96201,2,50855.73,12,4
4819,"NON-BLACK, NON-HISPANIC",FEMALE,28717.96,4,1958,93.87801,2,52032.69,12,3
4820,"NON-BLACK, NON-HISPANIC",FEMALE,36759,8,1960,79.014,2,71924.55,16,3
4821,"NON-BLACK, NON-HISPANIC",FEMALE,71794.91,6,1964,98.376,2,77460.55,16,3
4822,"NON-BLACK, NON-HISPANIC",FEMALE,26508.89,11,1957,44.296,2,,12,2
4823,"NON-BLACK, NON-HISPANIC",MALE,16568.06,12,1961,66.969,2,,12,3
4824,"NON-BLACK, NON-HISPANIC",FEMALE,,8,1963,79.364,2,,14,3
4825,"NON-BLACK, NON-HISPANIC",MALE,53017.78,1,1958,81.855,2,72651.05,14,2
4826,"NON-BLACK, NON-HISPANIC",FEMALE,71794.91,7,1960,71.626,2,94446.37,17,2
4827,"NON-BLACK, NON-HISPANIC",MALE,,10,1959,85.638,2,81732.43,,1
4828,"NON-BLACK, NON-HISPANIC",MALE,71794.91,6,1961,83.353,2,94446.37,16,4
4829,"NON-BLACK, NON-HISPANIC",MALE,344973.4,10,1962,90.563,2,94446.37,16,4
4830,"NON-BLACK, NON-HISPANIC",MALE,344973.4,8,1964,93.00999,2,94446.37,16,4
4831,"NON-BLACK, NON-HISPANIC",MALE,69585.84,8,1964,95.503,2,94446.37,18,4
4832,"NON-BLACK, NON-HISPANIC",MALE,68923.12,2,1961,77.854,2,27244.14,14,2
4833,"NON-BLACK, NON-HISPANIC",FEMALE,135858.1,2,1963,75.348,0,36325.53,17,2
4834,"NON-BLACK, NON-HISPANIC",MALE,81735.74,7,1962,56.188,2,72651.05,12,5
4835,"NON-BLACK, NON-HISPANIC",MALE,,12,1962,82.878,2,72651.05,13,3
4836,"NON-BLACK, NON-HISPANIC",MALE,,10,1957,22.304,2,,10,8
4837,"NON-BLACK, NON-HISPANIC",FEMALE,0,12,1957,59.389,2,,12,0
4838,"NON-BLACK, NON-HISPANIC",FEMALE,0,8,1960,29.581,2,21515.61,9,2
4839,"NON-BLACK, NON-HISPANIC",FEMALE,22090.74,3,1964,62.465,2,65385.95,13,1
4840,"NON-BLACK, NON-HISPANIC",MALE,26508.89,12,1962,84.43,2,27607.4,15,2
4841,"NON-BLACK, NON-HISPANIC",FEMALE,0,12,1962,67.307,2,90813.81,13,2
4842,"NON-BLACK, NON-HISPANIC",FEMALE,62958.61,11,1963,55.403,2,90813.81,12,2
4843,"NON-BLACK, NON-HISPANIC",MALE,96094.73,5,1964,54.678,2,36325.53,16,3
4844,"NON-BLACK, NON-HISPANIC",FEMALE,0,6,1964,30.696,2,79916.16,13,1
4845,"NON-BLACK, NON-HISPANIC",MALE,,9,1960,50.05,2,46256.93,,4
4846,"NON-BLACK, NON-HISPANIC",MALE,0,8,1961,57.364,2,55941.31,12,4
4847,"NON-BLACK, NON-HISPANIC",MALE,0,2,1963,74.519,2,55941.31,12,4
4848,"NON-BLACK, NON-HISPANIC",FEMALE,0,3,1962,55.824,2,50855.74,17,3
4849,"NON-BLACK, NON-HISPANIC",FEMALE,26508.89,10,1963,44.859,2,50855.74,12,3
4850,"NON-BLACK, NON-HISPANIC",MALE,,10,1964,21.769,2,50855.74,12,3
4851,"NON-BLACK, NON-HISPANIC",MALE,,1,1961,25.772,2,41411.1,13,5
4852,"NON-BLACK, NON-HISPANIC",FEMALE,13254.45,2,1962,5.699,2,47223.18,12,5
4853,"NON-BLACK, NON-HISPANIC",FEMALE,,12,1962,62.534,2,18162.76,14,4
4854,"NON-BLACK, NON-HISPANIC",MALE,48599.63,10,1962,71.423,2,61753.39,13,3
4855,"NON-BLACK, NON-HISPANIC",MALE,67376.77,10,1964,72.615,2,61753.39,12,3
4856,"NON-BLACK, NON-HISPANIC",MALE,64063.15,7,1962,72.897,2,86454.75,14,1
4857,"NON-BLACK, NON-HISPANIC",MALE,,5,1957,98.92,2,,16,1
4858,"NON-BLACK, NON-HISPANIC",MALE,71794.91,2,1960,75.431,2,63569.67,12,1
4859,"NON-BLACK, NON-HISPANIC",MALE,43076.95,1,1960,91.95,2,78099.88,14,8
4860,"NON-BLACK, NON-HISPANIC",MALE,,7,1963,26.923,2,81732.44,12,3
4861,"NON-BLACK, NON-HISPANIC",MALE,49704.17,9,1962,87.192,2,81732.44,12,8
4862,"NON-BLACK, NON-HISPANIC",MALE,45286.02,12,1963,92.938,2,81732.44,13,8
4863,"NON-BLACK, NON-HISPANIC",FEMALE,0,8,1960,25.867,2,95536.13,12,7
4864,"NON-BLACK, NON-HISPANIC",FEMALE,26508.89,8,1962,41.211,2,95536.13,12,6
4865,"NON-BLACK, NON-HISPANIC",FEMALE,32031.58,4,1964,69.395,2,95536.13,15,7
4866,"NON-BLACK, NON-HISPANIC",MALE,,12,1957,63.348,2,,14,4
4867,"NON-BLACK, NON-HISPANIC",FEMALE,0,8,1960,48.104,2,,12,1
4868,"NON-BLACK, NON-HISPANIC",MALE,,9,1957,66.891,2,,,2
4869,"NON-BLACK, NON-HISPANIC",FEMALE,,11,1959,97.401,2,,17,2
4870,"NON-BLACK, NON-HISPANIC",FEMALE,22090.74,2,1963,81.77399,2,127139.3,18,2
4871,"NON-BLACK, NON-HISPANIC",FEMALE,39763.34,3,1961,95.394,2,61753.39,16,2
4872,"NON-BLACK, NON-HISPANIC",FEMALE,,4,1963,28.043,2,61753.39,17,2
4873,"NON-BLACK, NON-HISPANIC",FEMALE,49704.17,6,1961,89.918,2,43590.63,16,2
4874,"NON-BLACK, NON-HISPANIC",FEMALE,60749.54,5,1960,95.54,2,,18,3
4875,"NON-BLACK, NON-HISPANIC",MALE,,7,1963,46.806,2,,,3
4876,"NON-BLACK, NON-HISPANIC",FEMALE,47495.09,1,1961,67.661,2,88271.02,12,3
4877,"NON-BLACK, NON-HISPANIC",MALE,55226.86,8,1957,95.272,2,,16,2
4878,"NON-BLACK, NON-HISPANIC",FEMALE,22090.74,9,1962,91.18201,2,,18,2
4879,"NON-BLACK, NON-HISPANIC",MALE,40149.92,10,1957,65.964,2,,12,0
4880,"NON-BLACK, NON-HISPANIC",FEMALE,34240.65,11,1959,53.053,2,59210.61,14,2
4881,"NON-BLACK, NON-HISPANIC",MALE,110453.7,1,1958,66.586,2,,14,3
4882,"NON-BLACK, NON-HISPANIC",FEMALE,20433.94,8,1958,84.775,2,,12,2
4883,"NON-BLACK, NON-HISPANIC",MALE,49704.17,12,1957,50.386,2,,13,6
4884,"NON-BLACK, NON-HISPANIC",MALE,47495.09,5,1958,67.23199,2,-25064.61,12,3
4885,"NON-BLACK, NON-HISPANIC",FEMALE,,5,1961,75.981,2,94446.37,,4
4886,"NON-BLACK, NON-HISPANIC",FEMALE,16568.06,12,1963,72.16,2,94446.37,18,4
4887,"NON-BLACK, NON-HISPANIC",FEMALE,,10,1958,34.431,2,50855.74,,5
4888,"NON-BLACK, NON-HISPANIC",MALE,50256.44,10,1960,57.352,2,34509.25,12,5
4889,"NON-BLACK, NON-HISPANIC",MALE,0,12,1957,78.181,2,,14,1
4890,"NON-BLACK, NON-HISPANIC",FEMALE,27613.43,11,1957,38.555,2,,13,3
4891,"NON-BLACK, NON-HISPANIC",MALE,,5,1960,35.948,2,1017.115,,1
4892,"NON-BLACK, NON-HISPANIC",MALE,71794.91,7,1960,56.759,2,49039.46,16,5
4893,"NON-BLACK, NON-HISPANIC",FEMALE,,1,1964,49.872,2,58120.84,12,2
4894,"NON-BLACK, NON-HISPANIC",MALE,88362.97,1,1962,77.629,2,30451.69,16,3
4895,"NON-BLACK, NON-HISPANIC",MALE,66272.23,3,1964,79.498,2,87181.27,16,2
4896,"NON-BLACK, NON-HISPANIC",MALE,115976.4,10,1958,80.64201,2,52624.79,16,5
4897,"NON-BLACK, NON-HISPANIC",MALE,106035.6,7,1961,76.176,2,,16,5
4898,"NON-BLACK, NON-HISPANIC",MALE,39763.34,9,1962,70.619,2,72651.05,12,5
4899,"NON-BLACK, NON-HISPANIC",FEMALE,16568.06,8,1962,15.864,3,54488.29,12,8
4900,"NON-BLACK, NON-HISPANIC",MALE,45065.11,1,1957,55.398,3,86574.63,12,2
4901,"NON-BLACK, NON-HISPANIC",MALE,35345.19,4,1959,23.682,3,81369.18,11,2
4902,"NON-BLACK, NON-HISPANIC",MALE,24299.82,3,1958,29.39,3,,12,1
4903,"NON-BLACK, NON-HISPANIC",MALE,34240.65,10,1958,28.531,3,,12,6
4904,"NON-BLACK, NON-HISPANIC",MALE,38658.8,9,1962,21.305,3,,12,6
4905,"NON-BLACK, NON-HISPANIC",MALE,,5,1961,,3,25515.05,8,8
4906,"NON-BLACK, NON-HISPANIC",FEMALE,,5,1964,8.811,3,25515.05,12,8
4907,"NON-BLACK, NON-HISPANIC",MALE,344973.4,6,1960,86.847,3,,20,1
4908,"NON-BLACK, NON-HISPANIC",MALE,,3,1964,34.558,3,75048.54,16,1
4909,"NON-BLACK, NON-HISPANIC",FEMALE,,11,1959,47.491,3,98732.78,,2
4910,"NON-BLACK, NON-HISPANIC",FEMALE,22090.74,7,1964,40.832,3,52672.01,16,1
4911,"NON-BLACK, NON-HISPANIC",MALE,,4,1961,70.097,3,31966.46,12,2
4912,"NON-BLACK, NON-HISPANIC",MALE,49704.17,9,1963,91.79401,0,54488.29,13,3
4913,"NON-BLACK, NON-HISPANIC",MALE,344973.4,8,1964,51.507,3,54488.29,12,3
4914,"NON-BLACK, NON-HISPANIC",MALE,55226.86,8,1959,25.611,3,33317.77,12,2
4915,"NON-BLACK, NON-HISPANIC",MALE,6627.223,12,1960,10.62,3,34342.15,8,2
4916,"NON-BLACK, NON-HISPANIC",FEMALE,0,6,1964,11.447,3,42744.25,11,3
4917,"NON-BLACK, NON-HISPANIC",MALE,0,1,1958,9.012,3,31530.56,12,7
4918,"NON-BLACK, NON-HISPANIC",MALE,0,8,1961,6.808,3,56958.43,9,7
4919,"NON-BLACK, NON-HISPANIC",FEMALE,76157.84,9,1960,38.709,3,,12,3
4920,"NON-BLACK, NON-HISPANIC",FEMALE,36449.72,7,1963,45.899,3,67158.63,13,3
4921,"NON-BLACK, NON-HISPANIC",MALE,104047.4,6,1959,92.50301,3,,18,1
4922,"NON-BLACK, NON-HISPANIC",FEMALE,22090.74,9,1964,63.204,3,87181.27,13,1
4923,"NON-BLACK, NON-HISPANIC",MALE,0,6,1963,22.076,1,41516.45,10,7
4924,"NON-BLACK, NON-HISPANIC",FEMALE,44181.48,11,1958,43.271,3,89800.34,13,2
4925,"NON-BLACK, NON-HISPANIC",FEMALE,55226.86,9,1960,83.26,2,,12,7
4926,"NON-BLACK, NON-HISPANIC",MALE,56331.39,3,1958,51.554,3,87181.27,12,4
4927,"NON-BLACK, NON-HISPANIC",FEMALE,110453.7,1,1964,83.64101,3,116241.7,16,4
4928,"NON-BLACK, NON-HISPANIC",FEMALE,,6,1959,68.415,3,116241.7,16,4
4929,"NON-BLACK, NON-HISPANIC",FEMALE,24299.82,8,1960,49.657,3,59472.15,12,1
4930,"NON-BLACK, NON-HISPANIC",FEMALE,24390.39,8,1962,41.842,3,85942.56,13,4
4931,"NON-BLACK, NON-HISPANIC",FEMALE,27613.43,2,1964,81.658,3,58120.84,14,4
4932,"NON-BLACK, NON-HISPANIC",MALE,21538.47,9,1957,49.438,3,,12,3
4933,"NON-BLACK, NON-HISPANIC",FEMALE,40867.87,6,1960,62.784,3,61753.39,15,5
4934,"NON-BLACK, NON-HISPANIC",FEMALE,22090.74,12,1960,23.927,3,38199.92,12,2
4935,"NON-BLACK, NON-HISPANIC",MALE,0,7,1957,5.819,3,30742.29,9,6
4936,"NON-BLACK, NON-HISPANIC",MALE,0,1,1959,23.679,3,31007.47,7,6
4937,"NON-BLACK, NON-HISPANIC",MALE,0,5,1963,7.135,3,32634.85,8,6
4938,"NON-BLACK, NON-HISPANIC",FEMALE,0,4,1963,49.623,3,32692.97,13,2
4939,"NON-BLACK, NON-HISPANIC",MALE,10493.1,12,1957,60.522,3,,16,0
4940,"NON-BLACK, NON-HISPANIC",MALE,27613.43,5,1959,10.132,3,26154.38,8,3
4941,"NON-BLACK, NON-HISPANIC",MALE,0,11,1963,12.179,3,36325.53,7,3
4942,"NON-BLACK, NON-HISPANIC",MALE,81735.74,4,1964,13.494,3,23611.59,12,4
4943,"NON-BLACK, NON-HISPANIC",FEMALE,57435.93,8,1960,31.353,3,70762.13,13,2
4944,"NON-BLACK, NON-HISPANIC",MALE,,7,1957,82.46899,4,,16,5
4945,"NON-BLACK, NON-HISPANIC",MALE,49704.17,5,1960,25.492,3,236842.4,12,5
4946,HISPANIC,MALE,46390.56,10,1960,2.893,3,36325.52,8,10
4947,HISPANIC,FEMALE,2209.074,12,1963,5.405,3,36325.53,8,12
4948,"NON-BLACK, NON-HISPANIC",FEMALE,,12,1959,26.901,3,,12,2
4949,HISPANIC,MALE,,2,1957,12.035,3,,8,12
4950,HISPANIC,FEMALE,0,5,1957,11.232,3,,9,10
4951,"NON-BLACK, NON-HISPANIC",FEMALE,,7,1959,40.822,3,,12,2
4952,"NON-BLACK, NON-HISPANIC",FEMALE,38520.73,7,1962,23.721,3,181627.6,12,5
4953,"NON-BLACK, NON-HISPANIC",FEMALE,21207.11,8,1963,74.689,3,76283.61,13,1
4954,"NON-BLACK, NON-HISPANIC",FEMALE,77317.59,11,1962,73.712,3,85190.63,16,5
4955,"NON-BLACK, NON-HISPANIC",FEMALE,35345.19,2,1964,64.713,3,85190.63,12,5
4956,"NON-BLACK, NON-HISPANIC",FEMALE,66272.23,10,1964,69.387,3,85190.63,16,5
4957,"NON-BLACK, NON-HISPANIC",FEMALE,22090.74,11,1962,30.06,3,108976.6,10,4
4958,"NON-BLACK, NON-HISPANIC",FEMALE,16568.06,3,1964,38.918,3,108976.6,12,4
4959,"NON-BLACK, NON-HISPANIC",FEMALE,47495.09,12,1962,97.692,3,,14,2
4960,"NON-BLACK, NON-HISPANIC",MALE,75108.52,5,1958,21.164,3,,10,1
4961,"NON-BLACK, NON-HISPANIC",MALE,94990.19,9,1962,69.186,3,65385.95,13,2
4962,"NON-BLACK, NON-HISPANIC",FEMALE,39763.34,5,1964,74.484,3,65385.95,13,3
4963,"NON-BLACK, NON-HISPANIC",MALE,66272.23,5,1962,67.386,3,,12,1
4964,"NON-BLACK, NON-HISPANIC",MALE,88362.97,7,1959,77.417,3,,16,17
4965,"NON-BLACK, NON-HISPANIC",MALE,,11,1964,74.029,3,,15,17
4966,"NON-BLACK, NON-HISPANIC",FEMALE,18777.13,10,1958,47.582,3,,12,3
4967,"NON-BLACK, NON-HISPANIC",FEMALE,0,10,1958,64.114,3,,13,3
4968,"NON-BLACK, NON-HISPANIC",FEMALE,83339.53,6,1963,90.36,3,138037,14,3
4969,HISPANIC,MALE,36449.72,11,1961,0.638,3,,12,2
4970,HISPANIC,FEMALE,0,8,1962,20.551,3,,14,2
4971,HISPANIC,FEMALE,16568.06,9,1963,11.838,3,,12,2
4972,"NON-BLACK, NON-HISPANIC",FEMALE,18777.13,2,1962,33.643,3,65385.95,13,4
4973,"NON-BLACK, NON-HISPANIC",FEMALE,66272.23,1,1961,76.037,3,63569.67,15,4
4974,"NON-BLACK, NON-HISPANIC",FEMALE,0,4,1958,72.01,3,,12,1
4975,"NON-BLACK, NON-HISPANIC",FEMALE,79526.67,8,1957,92.247,3,,18,2
4976,"NON-BLACK, NON-HISPANIC",FEMALE,110453.7,8,1964,85.066,3,90813.81,15,2
4977,"NON-BLACK, NON-HISPANIC",MALE,0,3,1960,8.517,0,68291.99,8,3
4978,"NON-BLACK, NON-HISPANIC",FEMALE,4970.417,8,1961,17.518,3,72651.05,12,3
4979,HISPANIC,MALE,,8,1964,70.51,3,14820.81,12,2
4980,HISPANIC,FEMALE,0,1,1962,0.93,3,30876.7,12,5
4981,HISPANIC,FEMALE,38769.25,9,1963,27.358,3,30876.7,13,4
4982,"NON-BLACK, NON-HISPANIC",MALE,0,11,1960,36.772,3,47404.81,10,9
4983,"NON-BLACK, NON-HISPANIC",MALE,49704.17,9,1963,21.009,3,26154.38,12,9
4984,"NON-BLACK, NON-HISPANIC",FEMALE,17120.32,6,1962,83.385,3,69018.5,12,2
4985,"NON-BLACK, NON-HISPANIC",MALE,2650.889,11,1963,3.267,3,69018.5,11,2
4986,"NON-BLACK, NON-HISPANIC",MALE,344973.4,11,1957,16.841,3,,12,1
4987,"NON-BLACK, NON-HISPANIC",FEMALE,25287.27,3,1959,86.508,3,47223.18,15,3
4988,"NON-BLACK, NON-HISPANIC",FEMALE,0,11,1960,77.733,3,,16,3
4989,"NON-BLACK, NON-HISPANIC",FEMALE,19881.67,11,1960,76.676,3,,16,3
4990,"NON-BLACK, NON-HISPANIC",FEMALE,,4,1962,82.881,3,101711.5,20,3
4991,HISPANIC,FEMALE,,12,1963,70.102,3,85364.98,15,2
4992,"NON-BLACK, NON-HISPANIC",FEMALE,344973.4,7,1961,32.249,3,108976.6,,2
4993,"NON-BLACK, NON-HISPANIC",FEMALE,,8,1963,62.507,3,108976.6,13,2
4994,"NON-BLACK, NON-HISPANIC",FEMALE,,11,1959,84.467,3,61753.4,18,3
4995,"NON-BLACK, NON-HISPANIC",FEMALE,,9,1962,71.054,3,76283.61,16,3
4996,"NON-BLACK, NON-HISPANIC",MALE,,11,1959,63.825,3,,16,2
4997,"NON-BLACK, NON-HISPANIC",FEMALE,87258.43,2,1962,75.073,0,272445.1,15,2
4998,"NON-BLACK, NON-HISPANIC",MALE,70690.38,12,1962,80.394,3,272445.1,20,2
4999,"NON-BLACK, NON-HISPANIC",FEMALE,148008,4,1957,67.037,3,,16,4
5000,"NON-BLACK, NON-HISPANIC",MALE,344973.4,11,1958,96.167,3,,20,4
5001,"NON-BLACK, NON-HISPANIC",FEMALE,99408.34,7,1961,67.504,3,272445.1,17,4
5002,"NON-BLACK, NON-HISPANIC",FEMALE,0,10,1962,81.97601,3,272445.1,16,4
5003,"NON-BLACK, NON-HISPANIC",FEMALE,344973.4,10,1957,70.669,3,,19,2
5004,"NON-BLACK, NON-HISPANIC",MALE,,5,1960,57.761,4,,16,2
5005,"NON-BLACK, NON-HISPANIC",MALE,,1,1963,62.365,3,,16,2
5006,"NON-BLACK, NON-HISPANIC",MALE,344973.4,5,1963,99.328,3,,19,3
5007,"NON-BLACK, NON-HISPANIC",MALE,9278.111,7,1958,18.04,3,14246.87,12,5
5008,"NON-BLACK, NON-HISPANIC",FEMALE,,10,1959,88.957,3,,,1
5009,"NON-BLACK, NON-HISPANIC",FEMALE,,12,1960,93.23,3,,14,3
5010,"NON-BLACK, NON-HISPANIC",MALE,165680.6,4,1962,97.334,3,,18,3
5011,"NON-BLACK, NON-HISPANIC",MALE,,7,1963,94.48399,3,,,3
5012,"NON-BLACK, NON-HISPANIC",MALE,344973.4,7,1964,87.153,3,163464.9,20,1
5013,HISPANIC,MALE,82840.28,8,1963,70.564,3,72651.05,14,2
5014,"NON-BLACK, NON-HISPANIC",FEMALE,0,2,1964,10.25,3,,10,0
5015,"NON-BLACK, NON-HISPANIC",FEMALE,,11,1960,9.841,3,50855.74,12,1
5016,"NON-BLACK, NON-HISPANIC",FEMALE,0,9,1960,35.321,3,48312.95,12,2
5017,"NON-BLACK, NON-HISPANIC",MALE,127021.8,8,1959,84.38,3,119511,14,0
5018,"NON-BLACK, NON-HISPANIC",MALE,,1,1959,93.517,3,,,1
5019,"NON-BLACK, NON-HISPANIC",FEMALE,,8,1960,97.37199,3,,16,1
5020,"NON-BLACK, NON-HISPANIC",MALE,82840.28,11,1957,91.144,4,,17,2
5021,"NON-BLACK, NON-HISPANIC",MALE,53017.78,10,1960,94.33099,3,59101.63,17,2
5022,"NON-BLACK, NON-HISPANIC",MALE,0,2,1963,79.13499,3,127139.3,15,3
5023,"NON-BLACK, NON-HISPANIC",FEMALE,53017.78,8,1959,78.873,3,,18,2
5024,"NON-BLACK, NON-HISPANIC",MALE,344973.4,7,1957,30.607,3,145302.1,12,4
5025,"NON-BLACK, NON-HISPANIC",FEMALE,70690.38,7,1961,64.441,3,145302.1,13,4
5026,HISPANIC,FEMALE,69033.57,9,1959,58.229,3,,14,3
5027,"NON-BLACK, NON-HISPANIC",MALE,,7,1962,61.673,3,,14,2
5028,"NON-BLACK, NON-HISPANIC",FEMALE,344973.4,5,1959,96.18301,3,,17,1
5029,"NON-BLACK, NON-HISPANIC",MALE,149112.5,7,1961,,3,272445.1,16,1
5030,"NON-BLACK, NON-HISPANIC",MALE,,11,1959,79.474,3,,16,1
5031,"NON-BLACK, NON-HISPANIC",MALE,40205.15,9,1963,56.438,3,,14,1
5032,"NON-BLACK, NON-HISPANIC",FEMALE,44181.48,9,1960,84.165,3,,12,2
5033,"NON-BLACK, NON-HISPANIC",MALE,93885.66,4,1960,67.488,3,,12,1
5034,"NON-BLACK, NON-HISPANIC",MALE,132544.5,5,1961,58.807,3,,13,1
5035,"NON-BLACK, NON-HISPANIC",FEMALE,0,6,1958,74.4,3,193978.3,15,0
5036,"NON-BLACK, NON-HISPANIC",MALE,165680.6,8,1961,96.696,3,,18,1
5037,"NON-BLACK, NON-HISPANIC",FEMALE,23195.28,8,1958,25.844,3,66112.46,14,2
5038,"NON-BLACK, NON-HISPANIC",FEMALE,,9,1964,58.584,3,,15,1
5039,"NON-BLACK, NON-HISPANIC",MALE,95542.46,12,1963,66.71899,3,,18,1
5040,"NON-BLACK, NON-HISPANIC",MALE,,2,1960,82.5,3,,20,1
5041,HISPANIC,FEMALE,17672.59,1,1961,13.195,3,13033.6,12,13
5042,BLACK,FEMALE,26366.4,12,1959,11.369,3,57180.01,13,3
5043,BLACK,FEMALE,35345.19,9,1963,36.172,3,58847.35,13,3
5044,"NON-BLACK, NON-HISPANIC",FEMALE,0,11,1957,97.784,3,,18,3
5045,HISPANIC,FEMALE,,3,1957,6.944,3,0,12,1
5046,HISPANIC,MALE,98303.8,4,1957,10.062,3,,,3
5047,"NON-BLACK, NON-HISPANIC",FEMALE,,12,1962,13.7,3,13255.18,,1
5048,"NON-BLACK, NON-HISPANIC",MALE,45286.02,10,1959,71.788,3,,14,3
5049,"NON-BLACK, NON-HISPANIC",FEMALE,0,2,1959,66.827,0,,12,4
5050,"NON-BLACK, NON-HISPANIC",FEMALE,0,9,1961,35.277,3,72651.05,12,4
5051,"NON-BLACK, NON-HISPANIC",MALE,71794.91,2,1964,69.976,3,72651.05,12,4
5052,"NON-BLACK, NON-HISPANIC",FEMALE,,2,1961,73.877,3,57212.71,17,1
5053,"NON-BLACK, NON-HISPANIC",FEMALE,0,8,1962,18.631,3,58120.84,,1
5054,"NON-BLACK, NON-HISPANIC",MALE,41972.41,6,1960,44.084,3,21795.32,19,2
5055,"NON-BLACK, NON-HISPANIC",FEMALE,47495.09,3,1962,52.035,3,27244.14,14,2
5056,"NON-BLACK, NON-HISPANIC",MALE,,3,1961,48.464,3,,12,4
